Team1,Team2,T1Pts,T2Pts,TotalPts,Differential,T1_CutPlays,T1_Cut2PA,T1_Cut2PM,T1_Cut2P%,T1_CutTO,T1_CutFouls,T1_PnrPlays,T1_Pnr3PA,T1_Pnr3PM,T1_Pnr3P%,T1_Pnr2PA,T1_Pnr2PM,T1_Pnr2P%,T1_PnrMiA,T1_PnrMiM,T1_PnrMi%,T1_PnrEFG%,T1_PnrTO,T1_PnrFouls,T1_PostPlays,T1_Post2PA,T1_Post2PM,T1_Post2P%,T1_PostTO,T1_PostFouls,T1_RollPlays,T1_Roll3PA,T1_Roll3PM,T1_Roll3P%,T1_Roll2PA,T1_Roll2PM,T1_Roll2P%,T1_RollMiA,T1_RollMiM,T1_RollMi%,T1_RollEFG%,T1_RollTO,T1_RollFouls,T1_SUShotPlays,T1_SUShot3PA,T1_SUShot3PM,T1_SUShot3P%,T1_SUShotMiA,T1_SUShotMiM,T1_SUShotMi%,T1_SUShotTO,T1_SUShotFouls,T1_SUDrivePlays,T1_SUDriveMiA,T1_SUDriveMiM,T1_SUDriveMi%,T1_SUDrive2PA,T1_SUDrive2PM,T1_SUDrive2P%,T1_SUDriveTO,T1_SUDriveFouls,T1_IsoPlays,T1_Iso3PA,T1_Iso3PM,T1_Iso3P%,T1_Iso2PA,T1_Iso2PM,T1_Iso2P%,T1_IsoMiA,T1_IsoMiM,T1_IsoMi%,T1_IsoEFG%,T1_IsoTO,T1_IsoFouls,T1_TransitionPlays,T1_Transition3PA,T1_Transition3PM,T1_Transition3P%,T1_Transition2PA,T1_Transition2PM,T1_Transition2P%,T1_TransitionMiA,T1_TransitionMiM,T1_TransitionMi%,T1_TransitionEFG%,T1_TransitionTO,T1_TransitionFouls,T1_OfscPlays,T1_Ofsc3PA,T1_Ofsc3PM,T1_Ofsc3P%,T1_Ofsc2PA,T1_Ofsc2PM,T1_Ofsc2P%,T1_OfscMiA,T1_OfscMiM,T1_OfscMi%,T1_OfscEFG%,T1_OfscTO,T1_OfscFouls,T1_HaOfPlays,T1_HaOf3PA,T1_HaOf3PM,T1_HaOf3P%,T1_HaOf2PA,T1_HaOf2PM,T1_HaOf2P%,T1_HaOfMiA,T1_HaOfMiM,T1_HaOfMi%,T1_HaOfEFG%,T1_HaOfTO,T1_HaOfFouls,T2_CutPlays,T2_Cut2PA,T2_Cut2PM,T2_Cut2P%,T2_CutTO,T2_CutFouls,T2_PnrPlays,T2_Pnr3PA,T2_Pnr3PM,T2_Pnr3P%,T2_Pnr2PA,T2_Pnr2PM,T2_Pnr2P%,T2_PnrMiA,T2_PnrMiM,T2_PnrMi%,T2_PnrEFG%,T2_PnrTO,T2_PnrFouls,T2_PostPlays,T2_Post2PA,T2_Post2PM,T2_Post2P%,T2_PostTO,T2_PostFouls,T2_RollPlays,T2_Roll3PA,T2_Roll3PM,T2_Roll3P%,T2_Roll2PA,T2_Roll2PM,T2_Roll2P%,T2_RollMiA,T2_RollMiM,T2_RollMi%,T2_RollEFG%,T2_RollTO,T2_RollFouls,T2_SUShotPlays,T2_SUShot3PA,T2_SUShot3PM,T2_SUShot3P%,T2_SUShotMiA,T2_SUShotMiM,T2_SUShotMi%,T2_SUShotTO,T2_SUShotFouls,T2_SUDrivePlays,T2_SUDriveMiA,T2_SUDriveMiM,T2_SUDriveMi%,T2_SUDrive2PA,T2_SUDrive2PM,T2_SUDrive2P%,T2_SUDriveTO,T2_SUDriveFouls,T2_IsoPlays,T2_Iso3PA,T2_Iso3PM,T2_Iso3P%,T2_Iso2PA,T2_Iso2PM,T2_Iso2P%,T2_IsoMiA,T2_IsoMiM,T2_IsoMi%,T2_IsoEFG%,T2_IsoTO,T2_IsoFouls,T2_TransitionPlays,T2_Transition3PA,T2_Transition3PM,T2_Transition3P%,T2_Transition2PA,T2_Transition2PM,T2_Transition2P%,T2_TransitionMiA,T2_TransitionMiM,T2_TransitionMi%,T2_TransitionEFG%,T2_TransitionTO,T2_TransitionFouls,T2_OfscPlays,T2_Ofsc3PA,T2_Ofsc3PM,T2_Ofsc3P%,T2_Ofsc2PA,T2_Ofsc2PM,T2_Ofsc2P%,T2_OfscMiA,T2_OfscMiM,T2_OfscMi%,T2_OfscEFG%,T2_OfscTO,T2_OfscFouls,T2_HaOfPlays,T2_HaOf3PA,T2_HaOf3PM,T2_HaOf3P%,T2_HaOf2PA,T2_HaOf2PM,T2_HaOf2P%,T2_HaOfMiA,T2_HaOfMiM,T2_HaOfMi%,T2_HaOfEFG%,T2_HaOfTO,T2_HaOfFouls,Date
SUNY Cortland Dragons,Vassar Brewers,75,89,164,-14,3,3,3,1,0,0,9,0,0,0,6,2,0.33,2,0,0,0.33,2,1,6,4,2,0.5,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,1,18,17,6,0.35,1,0,0,0,0,11,3,1,0.33,10,5,0.5,1,0,10,0,0,0,6,3,0.5,4,2,0.5,0.5,2,2,11,2,1,0.5,5,3,0.6,0,0,0,0.64,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0.75,1,1,14,0,0,0,11,8,0.73,5,4,0.8,0.73,2,1,4,4,2,0.5,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,8,8,2,0.25,0,0,0,0,0,12,4,0,0,8,2,0.25,1,2,4,0,0,0,3,1,0.33,3,1,0.33,0.33,0,1,16,4,2,0.5,8,7,0.88,1,1,1,0.83,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,1,0,0,0,1.17,0,0,2025-01-04
Ithaca College,Carnegie Mellon Tartans,73,87,160,-14,7,2,3,0.67,1,3,11,0,0,0,8,3,0.38,1,0,0,0.38,2,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,17,16,5,0.31,0,0,0,0,1,7,1,0,0,6,2,0.33,0,1,5,0,0,0,3,0,0,1,0,0,0,2,0,15,6,1,0.17,8,7,0.88,0,0,0,0.61,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,8,3,1,0.33,4,1,0.25,0,0,0,0.36,0,1,10,7,10,0.7,0,0,8,0,0,0,4,1,0.25,3,0,0,0.25,2,2,4,3,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,5,0.42,0,0,0,0,0,5,0,0,0,2,2,1,2,1,1,0,0,0,1,1,1,0,0,0,1,0,0,26,7,3,0.43,14,11,0.79,1,0,0,0.74,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-04
Clark MA Cougars,St. Lawrence Saints,52,61,113,-9,13,2,10,0.2,1,2,6,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,1,0.5,0,0,0,0,0,0,0.75,0,0,25,25,7,0.28,0,0,0,0,0,6,1,0,0,3,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0.5,2,1,0.5,0,0,0,0.62,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,4,1,4,0.25,0,0,6,0,0,0,5,3,0.6,1,0,0,0.6,0,1,5,2,1,0.5,0,3,3,0,0,0,2,1,0.5,0,0,0,0.5,1,0,7,7,3,0.43,0,0,0,0,0,9,5,1,0.2,8,3,0.38,0,1,2,0,0,0,1,0,0,0,0,0,0.0,1,0,11,3,1,0.33,5,3,0.6,0,0,0,0.56,3,0,5,2,2,1,3,2,0.67,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-30
Skidmore Thoroughbreds,Occidental Tigers,73,71,144,2,7,3,6,0.5,1,0,6,2,1,0.5,4,0,0,4,0,0,0.25,0,0,4,3,1,0.33,0,1,3,1,0,0,1,1,1,0,0,0,0.5,0,1,24,21,10,0.48,3,1,0.33,0,0,7,3,1,0.33,3,1,0.33,2,0,4,2,1,0.5,2,1,0.5,2,1,0.5,0.62,0,0,13,1,0,0,4,2,0.5,0,0,0,0.4,6,2,5,2,1,0.5,3,1,0.33,2,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,11,0.73,2,0,6,0,0,0,3,2,0.67,0,0,0,0.67,3,0,2,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1.5,0,1,23,23,2,0.09,0,0,0,0,0,8,4,2,0.5,5,2,0.4,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,17,3,1,0.33,10,3,0.3,3,1,0.33,0.35,3,1,6,0,0,0,6,3,0.5,3,2,0.67,0.5,0,0,8,1,0,0,4,2,0.5,3,1,0.33,0.4,2,1,2025-01-02
Nichols,St. Lawrence Saints,56,66,122,-10,18,6,14,0.43,3,1,3,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5,0.25,0,0,0,0,0,10,1,0,0,6,3,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,0.33,7,4,0.57,1,0,0,0.55,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,3,5,0.6,0,1,6,1,1,1,2,1,0.5,2,1,0.5,0.83,3,0,11,8,5,0.62,1,2,1,0,0,0,0,0,0,0,0,0,,1,0,10,9,4,0.44,1,0,0,0,0,8,4,1,0.25,7,2,0.29,1,0,5,1,0,0,4,2,0.5,1,0,0,0.4,0,0,10,6,2,0.33,3,2,0.67,0,0,0,0.56,1,0,5,3,0,0,1,0,0,1,0,0,0,1,0,5,0,0,0,4,1,0.25,3,0,0,0.25,1,0,2024-12-29
Union (NY) Chargers,LaGrange Panthers,73,71,144,2,7,2,5,0.4,1,1,7,0,0,0,5,2,0.4,3,2,0.67,0.4,0,2,5,4,2,0.5,0,1,4,1,0,0,2,1,0.5,0,0,0,0.33,1,0,8,8,2,0.25,0,0,0,0,0,8,1,0,0,6,1,0.17,1,1,5,0,0,0,2,1,0.5,1,0,0,0.5,2,1,20,5,2,0.4,10,7,0.7,1,1,1,0.67,2,3,4,3,1,0.33,1,0,0,0,0,0,0.38,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,5,1,4,0.25,0,1,10,6,2,0.33,3,1,0.33,1,0,0,0.44,0,1,7,3,2,0.67,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3,0.15,0,0,0,0,0,8,2,1,0.5,6,3,0.5,1,0,6,0,0,0,2,0,0,1,0,0,0,2,2,15,9,6,0.67,2,1,0.5,0,0,0,0.91,1,3,6,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-29
US Merchant Marine Academy,Bard College,58,66,124,-8,7,4,7,0.57,0,0,14,7,2,0.29,5,1,0.2,0,0,0,0.33,1,1,7,4,1,0.25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,3,0.18,1,0,0,0,0,7,2,2,1,3,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,9,4,0.44,0,0,0,0.33,1,2,4,2,0,0,2,2,1,1,1,1,0.5,0,0,2,0,0,0,0,0,0,0,0,0,,1,1,7,5,7,0.71,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,5,2,1,0.5,3,0,3,0,0,0,1,0,0,0,0,0,0,0,2,10,10,3,0.3,0,0,0,0,0,7,1,0,0,3,1,0.33,1,1,3,0,0,0,3,2,0.67,0,0,0,0.67,0,0,30,6,2,0.33,14,6,0.43,2,0,0,0.45,6,4,3,2,1,0.5,0,0,0,0,0,0,0.75,1,0,1,1,1,1,0,0,0,0,0,0,1.5,0,0,2025-01-02
SUNY Maritime Privateers,Hobart College Statesmen,66,77,143,-11,3,0,3,0,0,0,11,1,0,0,7,3,0.43,1,0,0,0.38,1,2,2,1,1,1,1,0,2,0,0,0,2,1,0.5,0,0,0,0.5,0,0,16,16,4,0.25,0,0,0,0,0,9,3,0,0,5,1,0.2,1,1,2,0,0,0,2,1,0.5,0,0,0,0.5,0,0,10,2,1,0.5,5,4,0.8,0,0,0,0.79,1,2,7,6,3,0.5,1,1,1,0,0,0,0.79,0,0,5,0,0,0,3,0,0,1,0,0,0.0,2,0,10,7,8,0.88,2,0,8,2,0,0,2,2,1,0,0,0,0.5,3,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,9,0.56,0,0,0,0,0,8,2,1,0.5,6,3,0.5,2,0,2,0,0,0,2,1,0.5,1,0,0,0.5,0,0,11,2,0,0,5,4,0.8,0,0,0,0.57,4,0,4,3,1,0.33,1,0,0,1,0,0,0.38,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,2024-12-30
Union (NY) Chargers,Vassar Brewers,89,93,182,-4,10,5,8,0.62,1,1,10,6,1,0.17,2,2,1,1,1,1,0.44,0,2,12,10,7,0.7,0,2,9,1,0,0,7,4,0.57,1,0,0,0.5,0,1,10,9,3,0.33,1,0,0,0,0,7,1,1,1,6,3,0.5,0,1,2,0,0,0,2,1,0.5,1,0,0,0.5,0,0,18,1,1,1,13,5,0.38,6,3,0.5,0.46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,2,4,0.5,1,3,13,1,1,1,8,4,0.5,4,1,0.25,0.61,3,1,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,11,11,5,0.45,0,0,0,0,0,11,4,3,0.75,9,6,0.67,1,0,4,0,0,0,3,0,0,3,0,0,0,0,1,17,9,3,0.33,7,4,0.57,0,0,0,0.53,1,0,4,3,2,0.67,0,0,0,0,0,0,1.0,0,1,7,2,0,0,5,2,0.4,4,1,0.25,0.29,0,0,2025-01-24
Ithaca College,Hobart College Statesmen,63,60,123,3,7,6,6,1,0,1,10,2,0,0,5,3,0.6,1,1,1,0.43,2,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0.14,0,0,0,0,0,12,1,1,1,8,3,0.38,2,2,4,0,0,0,2,2,1,1,1,1,1,1,1,5,0,0,0,4,2,0.5,1,1,1,0.5,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0.33,2,1,0.5,0,0,0,0.5,1,2,5,1,3,0.33,0,2,7,0,0,0,2,0,0,1,0,0,0.0,1,4,4,2,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,6,0.33,0,0,0,0,0,14,4,0,0,10,1,0.1,1,2,4,0,0,0,2,1,0.5,0,0,0,0.5,2,0,11,3,1,0.33,5,3,0.6,0,0,0,0.56,1,2,4,3,0,0,1,1,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-31
Bard College,Vassar Brewers,77,89,166,-12,8,3,7,0.43,0,1,5,0,0,0,2,1,0.5,0,0,0,0.5,3,0,5,5,2,0.4,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,11,11,3,0.27,0,0,0,0,0,10,0,0,0,8,4,0.5,0,2,2,0,0,0,2,2,1,0,0,0,1,0,0,21,5,0,0,8,4,0.5,0,0,0,0.31,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,2,1,0.5,0,0,0,0.2,2,0,7,4,7,0.57,0,0,11,0,0,0,8,4,0.5,5,2,0.4,0.5,2,1,1,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,1.5,0,1,19,19,6,0.32,0,0,0,0,0,9,5,4,0.8,6,4,0.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,9,4,0.44,0,0,0,0.36,2,3,6,5,3,0.6,0,0,0,0,0,0,0.9,0,1,6,1,0,0,5,2,0.4,2,1,0.5,0.33,0,0,2025-01-25
Clarkson University Golden Knights,Hobart College Statesmen,65,76,141,-11,9,3,5,0.6,3,1,8,1,0,0,5,2,0.4,1,1,1,0.33,2,0,4,3,1,0.33,1,0,5,2,0,0,2,2,1,0,0,0,0.5,1,0,12,11,3,0.27,1,0,0,0,0,14,4,2,0.5,10,4,0.4,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0,5,4,1,0.25,1,1,1,0,0,0,0.5,0,0,4,1,1,1,2,2,1,1,1,1,1.17,0,1,4,3,4,0.75,0,0,9,3,0,0,5,1,0.2,2,0,0,0.12,1,0,5,3,1,0.33,2,0,3,2,2,1,0,0,0,0,0,0,1.5,1,0,7,7,1,0.14,0,0,0,0,0,10,1,1,1,6,5,0.83,2,2,4,0,0,0,4,2,0.5,1,0,0,0.5,0,0,9,1,0,0,4,3,0.75,0,0,0,0.6,2,2,9,4,2,0.5,4,1,0.25,2,0,0,0.5,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,2025-01-25
Ithaca College,Rochester Institute of Technology Tigers,97,71,168,26,12,3,10,0.3,0,2,3,1,1,1,0,0,0,0,0,0,1.5,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0.0,1,0,29,29,8,0.28,0,0,0,0,0,10,1,0,0,3,1,0.33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,8,0.73,10,5,0.5,1,0,0,0.81,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0.67,1,1,1,0,0,0,1.0,0,0,10,3,8,0.38,1,1,8,3,1,0.33,5,4,0.8,0,0,0,0.69,0,0,4,4,3,0.75,0,0,2,1,1,1,1,0,0,0,0,0,0.75,0,0,17,15,3,0.2,2,1,0.5,0,0,15,1,0,0,9,2,0.22,4,1,2,0,0,0,1,0,0,1,0,0,0,1,0,25,6,1,0.17,11,9,0.82,2,2,1,0.62,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-14
Rochester Institute of Technology Tigers,Hobart College Statesmen,65,72,137,-7,7,4,6,0.67,1,0,13,3,1,0.33,6,4,0.67,3,2,0.67,0.61,4,0,9,3,1,0.33,1,5,7,1,0,0,4,3,0.75,0,0,0,0.6,0,2,10,8,2,0.25,1,0,0,0,1,7,0,0,0,4,2,0.5,2,1,2,0,0,0,0,0,0,0,0,0,,1,1,7,2,0,0,5,0,0,2,0,0,0,0,0,5,2,2,1,2,1,0.5,2,1,0.5,1.0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,13,4,1,0.25,6,4,0.67,1,0,0,0.55,1,2,5,3,1,0.33,1,1,4,2,1,0.5,2,0,0,0,0,0,0.38,0,0,11,11,3,0.27,0,0,0,0,0,9,2,1,0.5,6,2,0.33,2,1,2,0,0,0,0,0,0,0,0,0,,1,1,8,3,0,0,4,3,0.75,0,0,0,0.43,1,0,14,6,3,0.5,6,1,0.17,5,1,0.2,0.46,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2025-01-10
Ithaca College,Union (NY) Chargers,81,70,151,11,7,3,5,0.6,1,1,7,2,2,1,2,2,1,0,0,0,1.25,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,7,0.54,0,0,0,0,0,9,2,0,0,6,3,0.5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,6,3,0.5,1,0,0,0.43,1,2,6,4,2,0.5,0,0,0,0,0,0,0.75,1,1,7,2,1,0.5,2,0,0,0,0,0,0.38,2,1,3,1,3,0.33,0,0,7,1,0,0,3,3,1,1,1,1,0.75,2,1,4,2,2,1,1,1,4,1,0,0,2,2,1,0,0,0,0.67,0,1,11,10,3,0.3,1,1,1,0,0,12,0,0,0,5,4,0.8,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,11,2,1,0.5,3,0,0,0,0,0,0.3,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0.33,2,0,0,1,0,0,0.38,0,0,2025-01-10
Union (NY) Chargers,Bard College,63,62,125,1,5,2,5,0.4,0,0,13,5,2,0.4,7,6,0.86,2,2,1,0.75,1,0,5,3,1,0.33,1,1,5,2,0,0,3,0,0,1,0,0,0,0,0,13,13,5,0.38,0,0,0,0,0,6,3,0,0,4,1,0.25,1,0,4,0,0,0,3,3,1,1,1,1,1,1,0,11,3,0,0,3,2,0.67,1,1,1,0.33,4,1,3,1,0,0,2,0,0,1,0,0,0,0,0,6,2,0,0,4,2,0.5,2,0,0,0.33,0,0,8,5,7,0.71,0,1,6,2,0,0,4,1,0.25,0,0,0,0.17,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0.5,0,0,0,0,0,13,3,2,0.67,9,6,0.67,2,1,3,1,0,0,2,2,1,0,0,0,0.67,0,0,14,2,1,0.5,7,3,0.43,0,0,0,0.5,4,1,9,4,0,0,3,2,0.67,2,1,0.5,0.29,1,1,3,0,0,0,2,1,0.5,1,0,0,0.5,1,0,2025-01-07
Skidmore Thoroughbreds,Pomona-Pitzer Saghens,55,81,136,-26,4,1,1,1,2,1,21,5,1,0.2,13,6,0.46,8,4,0.5,0.42,2,1,6,6,2,0.33,0,0,5,1,0,0,4,1,0.25,0,0,0,0.2,0,0,11,11,2,0.18,0,0,0,0,0,10,6,1,0.17,8,2,0.25,2,0,2,1,1,1,1,1,1,0,0,0,1.25,0,0,4,2,0,0,2,2,1,0,0,0,0.5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.5,0,0,0,0,0,0,0.75,0,0,7,4,6,0.67,0,1,13,2,1,0.5,6,3,0.5,2,1,0.5,0.56,4,1,6,5,2,0.4,1,0,3,2,1,0.5,1,0,0,0,0,0,0.5,0,0,20,20,9,0.45,0,0,0,0,0,12,2,1,0.5,7,2,0.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0.5,4,1,0.25,0,0,0,0.5,0,0,8,2,1,0.5,4,2,0.5,2,1,0.5,0.58,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2025-01-04
St. Lawrence Saints,Union (NY) Chargers,59,57,116,2,6,4,5,0.8,1,0,11,2,0,0,7,2,0.29,3,0,0,0.22,1,1,7,6,2,0.33,0,1,3,0,0,0,2,1,0.5,0,0,0,0.5,0,1,8,8,0,0,0,0,0,0,0,10,2,0,0,8,2,0.25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0.5,6,5,0.83,0,0,0,0.81,1,1,5,4,2,0.5,1,1,1,1,1,1,0.8,0,0,2,0,0,0,2,1,0.5,1,0,0,0.5,0,0,26,8,20,0.4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,6,0.38,1,0,0,0,0,8,2,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,,1,1,8,2,2,1,4,3,0.75,1,1,1,1.0,2,0,1,1,1,1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-17
Rochester Institute of Technology Tigers,Rensselaer Polytechnic,54,64,118,-10,8,2,6,0.33,0,2,8,4,1,0.25,1,1,1,0,0,0,0.5,2,1,8,5,3,0.6,2,1,2,0,0,0,2,1,0.5,0,0,0,0.5,0,0,13,13,3,0.23,0,0,0,0,0,8,1,1,1,3,2,0.67,2,2,9,0,0,0,6,2,0.33,2,0,0,0.33,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,3,3,1,0,0,0,0,0,0,1.5,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,7,5,6,0.83,0,1,8,1,0,0,6,3,0.5,4,2,0.5,0.43,1,0,10,4,4,1,2,4,3,1,0,0,2,2,1,0,0,0,0.67,0,0,13,13,4,0.31,0,0,0,0,0,8,1,0,0,6,1,0.17,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,2,1,0.5,0,0,0,0.33,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,1,0,0,0,0,0,2025-01-11
St. Lawrence Saints,Bard College,68,52,120,16,1,1,1,1,0,0,14,2,0,0,8,3,0.38,3,1,0.33,0.3,3,1,1,1,1,1,0,0,3,1,1,1,2,1,0.5,0,0,0,0.83,0,0,16,14,6,0.43,2,2,1,0,0,15,3,2,0.67,10,4,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0.5,3,1,0.33,0,0,0,0.5,3,3,1,0,0,0,0,0,0,0,0,0,,1,0,3,3,1,0.33,0,0,0,0,0,0,0.5,0,0,20,11,19,0.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,4,0.21,1,0,0,0,0,9,0,0,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,5,1,0.2,0,0,0,0.14,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-11
Vassar Brewers,Skidmore Thoroughbreds,81,90,171,-9,5,2,4,0.5,0,1,15,0,0,0,13,5,0.38,5,2,0.4,0.38,2,0,4,4,1,0.25,0,0,5,3,0,0,2,1,0.5,0,0,0,0.2,0,0,13,13,8,0.62,0,0,0,0,0,8,1,1,1,3,2,0.67,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,13,5,0,0,5,5,1,0,0,0,0.5,1,2,3,2,1,0.5,0,0,0,0,0,0,0.75,1,0,8,4,2,0.5,3,1,0.33,2,1,0.5,0.57,0,1,10,7,8,0.88,1,1,12,1,1,1,6,4,0.67,1,1,1,0.79,2,3,10,6,3,0.5,3,1,2,0,0,0,2,2,1,0,0,0,1,0,0,10,10,5,0.5,0,0,0,0,0,11,4,3,0.75,7,3,0.43,4,0,2,0,0,0,2,1,0.5,1,0,0,0.5,0,0,7,3,2,0.67,3,1,0.33,0,0,0,0.67,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,0,0,2025-01-21
Ithaca College,Rensselaer Polytechnic,38,66,104,-28,6,2,5,0.4,0,1,9,2,0,0,1,1,1,0,0,0,0.33,3,3,4,2,1,0.5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,10,10,1,0.1,0,0,0,0,0,7,2,1,0.5,5,2,0.4,2,0,3,0,0,0,3,1,0.33,0,0,0,0.33,0,0,8,3,2,0.67,3,1,0.33,0,0,0,0.67,2,0,3,2,0,0,0,0,0,0,0,0,0.0,1,0,9,2,1,0.5,7,0,0,1,0,0,0.17,0,0,16,4,13,0.31,3,0,5,0,0,0,2,0,0,2,0,0,0,1,2,1,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,0,0,19,19,7,0.37,0,0,0,0,0,7,2,1,0.5,5,1,0.2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,14,6,3,0.5,4,3,0.75,0,0,0,0.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-24
